name,telNum,neighborhood,address,hh_sun,hh_mon,hh_tues,hh_wed,hh_thurs,hh_fri,hh_sat
Nai Tapas Bar,(212) 677-1030,East Village,"174 1st Ave., New York, NY 10009",,,,,,,
Naive,(347) 689-2405,Williamsburg - South Side,"299 S 4th St., Brooklyn, NY 11211",,,,,,,
Narcissa,(212) 228-3344,East Village,"25 Cooper Sq, New York, NY 10003",,,,,,,
Natsumi,(212) 258-2988,Theater District,"226 W 50th St., New York, NY 10019",,,,,,,
Natsumi Tapas,(212) 889-2182,Gramercy,"323 3rd Ave., New York, NY 10010",,4:30PM-6:30PM,4:30PM-6:30PM,4:30PM-6:30PM,4:30PM-6:30PM,4:30PM-6:30PM,
Nebu Hookah Lounge,(347) 881-7700,Woodhaven,"86-72 80th St., Woodhaven, NY 11421",,,,,,,
Negril Village,(212) 477-2804,Greenwich Village,"70 W 3rd St., New York, NY 10012",12PM-3:30PM,,,,,,
Neir's Tavern,(718) 296-0600,Woodhaven,"87-48 78th St., Woodhaven, NY 11421",,,,,,,
Nelly Spillane's,(212) 792-9672,Midtown East,"18 E 33rd St., New York, NY 10016",,,,,,,
Nelson Blue,(212) 346-9090,South Street Seaport,"233 Front St., New York, NY 10038",,,,,,,
Nerai,(212) 759-5554,Midtown East,"55 E 54th St., New York, NY 10022",,,,,,,
New Heights Bar & Lounge,(718) 484-3882,Crown Heights,"137 Schenectady Ave., Brooklyn, NY 11213",,,,,,,
New York Dolls,(212) 227-6912,TriBeCa,"59 Murray St., New York, NY 10007",12PM-4PM,12PM-4PM,12PM-4PM,12PM-4PM,12PM-4PM,12PM-4PM,12PM-4PM
Ngam,(212) 777-8424,East Village,"99 3rd Ave., New York, NY 10003",,,,,,,
Night of Joy,(718) 388-8693,Williamsburg - North Side,"667 Lorimer St., Brooklyn, NY 11211",,,,,,,
Nikko,(212) 531-1188,Harlem,"1280 Amsterdam Ave., New York, NY 10027",,,,,,,
Niles Restaurant,(212) 629-0210,Midtown West,"371 7th Ave., New York, NY 10001",,,,,,,
Nino's 46,(212) 719-4015,Midtown,"39 W 46th St., New York, NY 10036",,,,,,,
Nino's Restaurant,(212) 988-0002,Upper East Side,"1354 1st Ave., New York, NY 10021",,,,,,,
Nirvana,(212) 983-0000,Midtown East,"346 Lexington Ave., New York, NY 10016",,,,,,,
Nitecap,(212) 466-3361,Lower East Side,"120 Rivington St., New York, NY 10002",,,,,,,
No. 7,(718) 522-6370,Fort Greene,"7 Greene Ave., Brooklyn, NY 11238",,,,,,,
No Fun,(212) 477-1616,Lower East Side,"161 Ludlow St., New York, NY 10002",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
No.7 North,(718) 389-7775,Greenpoint,"931 Manhattan Ave., Brooklyn, NY 11222",,4PM-7PM,,4PM-7PM,4PM-7PM,4PM-7PM,
Noche De Margaritas,(212) 289-5195,Upper East Side,"1726 2nd Ave., New York, NY 10128",,,,,,,
Noho Star,(212) 925-0070,NoHo,"330 Lafayette St., New York, NY 10012",,,,,,,
Noorman's Kil,(347) 384-2526,Williamsburg - North Side,"609 Grand St., Brooklyn, NY 11211",,,,,,,
North End Grill,(646) 747-1600,Battery Park,"104 N End Ave., New York, NY 10282",,,,,,,
North River Lobster Company,(212) 630-8831,Pier 81,"Pier 81 W 41st St., New York, NY 10036",,4PM-7PM,4PM-7PM,4PM-7PM,,,
North Square,(212) 254-1200,Greenwich Village,"103 Waverly Pl., New York, NY 10011",5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM
Northern Territory,(347) 689-4065,Greenpoint,"12 Franklin St., Brooklyn, NY 11222",,,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Novita Restaurant,(212) 677-2222,Flatiron,"102 E 22nd St., New York, NY 10010",,,,,,,
Novita Trattoria & Wine Bar,(516) 739-7660,Garden City,"860 Franklin Ave., Garden City, NY 11530",All Day,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Nowadays,(718) 386-0111,Bushwick,"56-06 Cooper Ave., Ridgewood, NY 11385",,,,,,,
Nugent's Tavern Irish Pub & Grill,(908) 282-1914,Elizabeth,"844 Newark Ave., Elizabeth, NJ 07208",,,,,,,
Numero 28 Pizzeria Napoletana,(212) 777-1555,East Village,"176 2nd Ave., New York, NY 10003",,,,,,,
Nurse Bettie,(212) 477-7515,Lower East Side,"106 Norfolk St., New York, NY 10002",6PM-Close,6PM-Close,6PM-9PM,6PM-9PM,6PM-9PM,6PM-9PM,6PM-9PM
Nuyorican Poets Cafe,(212) 505-8183,East Village,"236 E 3rd St., New York, NY 10009",,,,,,,
NY Dosas,(917) 710-2092,Greenwich Village,"50 Washington Sq S, New York, NY 10014",,,,,,,
Nyonya,(212) 334-3669,Little Italy,"199 Grand St., New York, NY 10013",,,,,,,
NYY Steak,(646) 307-7910,Midtown West,"7 W 51st St., New York, NY 10019",,,,,,,
O Lavrador Restaurant & Bar,(718) 526-1526,Jamaica,"13840 101st Ave., Jamaica, NY 11435",,,,,,,
Oaxaca Mexican Grill,(212) 818-9500,Midtown East,"245 Park Ave., New York, NY 10167",,,,,,,
OBAO,(212) 245-8880,Theater District,"647 9th Ave., New York, NY 10036",,,,,,,
Obicà Mozzarella Bar Pizza e Cucina,(212) 777-2754,Flatiron,"928 Broadway, New York, NY 10010",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
O'Brien's Irish Pub,(212) 391-1516,Theater District,"134 W 46th St., New York, NY 10036",,,,,,,
O'Brien's Pub,(631) 732-1141,Coram,"3720 Rt 112, Coram, NY 11727",,,,,,,
OCabanon,(646) 669-7879,Midtown West,"245 W 29th St., New York, NY 10001",,,,,,,
Ocean Prime,(212) 956-1404,Theater District,"123 West 52nd St., New York, NY 10019",,,,,,,
Odeon,(212) 233-0507,TriBeCa,"145 W Broadway, New York, NY 10013",,,,,,,
Odessa Restaurant,(212) 253-1470,East Village,"119 Ave. A, New York, NY 10009",,,,,,,
O'Donoghues Pub,(212) 997-2262,Theater District,"156 W 44th St., New York, NY 10036",,,,,,,
Off The Wagon,(212) 533-4487,Greenwich Village,"109 MacDougal St., New York, NY 10012",12PM-8PM,2PM-8PM|8PM-Close,2PM-8PM|8PM-Close,2PM-8PM|8PM-Close,2PM-8PM|8PM-Close,2PM-8PM,12PM-9PM
Oficina Latina,(646) 381-2555,Nolita,"24 Prince St., New York, NY 10012",,,,,,,
Ofrenda,(212) 924-2305,West Village,"113 7th Ave. S, New York, NY 10014",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Ogliastro,(718) 789-3700,Prospect Heights,"784 Washington Ave., Brooklyn, NY 11238",,,,,,,
O'hanlons,(212) 533-7333,Stuyvesant Town,"349 E 14th St., New York, NY 10003",,,,,,,
O'Hara's Downtown,(201) 239-7373,Jersey City,"172 1st St., Jersey City, NJ 07302",,,,,,,
O'Hara's Restaurant & Pub,(212) 267-3032,Financial District,"120 Cedar St., New York, NY 10006",,,,,,,
Old Man Hustle,(212) 253-7747,Lower East Side,"39 Essex St., New York, NY 10002",12PM-4AM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-7PM,12PM-5PM
Old Town Bar & Restaurant,(212) 529-6732,Flatiron,"45 E 18th St., New York, NY 10003",,,,,,,
Oldcastle Pub & Restaurant,(212) 471-4860,Theater District,"160 W 54th St., New York, NY 10019",,,,,,,
Olea,(718) 643-7003,Fort Greene,"171 Lafayette Ave., Brooklyn, NY 11238",,,,,,,
Olio e Piú,(212) 243-6546,West Village,"3 Greenwich Ave., New York, NY 10014",,,,,,,
Oliver's Astoria,(718) 806-1476,Astoria,"37-19 Broadway, Astoria, NY 11103",,,,,,,
O'Lunney's Times Square Pub,(212) 840-6688,Theater District,"145 W 45th St., New York, NY 10036",,,,,,,
Olympia Wine Bar,noval,DUMBO,"54 Jay St., Brooklyn, NY 11201",,,,,,,
Om Restaurant,(212) 628-4500,Upper East Side,"1593 2nd Ave., New York, NY 10028",,,,,,,
On The Rocks,(212) 247-2055,Hell's Kitchen,"696 10th Ave., New York, NY 10019",,,,,,,
One Mile House,(646) 559-0702,Lower East Side,"10 Delancey St., New York, NY 10002",,,,,,,
One Star,(212) 777-0100,Chelsea,"147 W 24th St., New York, NY 10011",,,,,,,
One Stop Beer Shop,(718) 599-0128,East Williamsburg,"134 Kingsland Ave., Brooklyn, NY 11222",11AM-3PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,4PM-8PM,11AM-3PM
Onegin,(212) 924-8001,Greenwich Village,"391 Sixth Ave., New York, NY 10014",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,,
Onieals,(201) 653-1492,Hoboken,"343 Park Ave., Hoboken, NJ 07030",,,,,,,
Onieal's Grand Street Bar & Restaurant,(212) 941-9119,SoHo,"174 Grand St., New York, NY 10013",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Ontario,(718) 384-2835,Williamsburg - North Side,"559 Grand St., Brooklyn, NY 11211",,,,,,,
Ooki Sushi,(212) 828-3388,Upper East Side,"1575 3rd Ave., New York, NY 10128",,,,,,,
Ootoya,(212) 255-0018,Flatiron,"8 W 18th St., New York, NY 10011",,,,,,,
Opia Restaurant,(212) 688-3939,Midtown East,"130 E 57th St., New York, NY 10022",,,,,,,
OPPA,646) 410-0503,West Village,"162 W 4th St., New York, NY 10014",1PM-7PM,1PM-7PM|All Day,1PM-7PM|All Day,1PM-7PM|All Day,1PM-7PM|All Day,1PM-7PM,1PM-7PM
O'Reilly's Pub,(212) 684-4244,Midtown West,"54 W 31st St., New York, NY 10001",,,,,,,
Osaka,(718) 777-2662,Astoria,"2524 Broadway, Astoria, NY 11106",,,,,,,
Ost Cafe,noval,East Village,"441 E 12th St., New York, NY 10009",,,,,,,
Osteria Cotta,(212) 873-8500,Upper West Side,"513 Columbus Ave., New York, NY 10024",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
Osteria del Circo,(212) 265-3636,Midtown West,"120 W 55th St., New York, NY 10019",,,,,,,
Osteria Morini,(212) 965-8777,SoHo,"218 Lafayette St., New York, NY 10012",,,,,,,
OTB,(347) 763-1481,South Williamsburg,"141 Broadway, Brooklyn, NY 11211",,,,,,,
Otto Pizzeria,(212) 995-9559,Greenwich Village,"1 5th Ave., New York, NY 10003",,,,,,,
Otto's Shrunken Head,(212) 228-2240,East Village,"538 E 14th St., New York, NY 10009",,,,,,,
Output,noval,Williamsburg,"74 Wythe Ave., Brooklyn, NY 11249",,,,,,5PM-10PM,
Overlook,(212) 682-7266,Midtown East,"225 E 44th St., New York, NY 10017",,2PM-6PM,2PM-6PM,2PM-6PM,2PM-6PM,2PM-6PM,
Ovest Pizzoteca,(212) 967-4392,Chelsea,"513 W 27th St., New York, NY 10001",,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Ox Cart Tavern,(718) 284-0005,Flatbush,"1301 Newkirk Ave., Brooklyn, NY 11230",5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight,5PM-6PM|11PM-Midnight
Pa-Nash,(718) 978-6094,Rosedale,"144-14 243rd St., Rosedale, NY 11422",,,,,,,
Pachanga Patterson,(718) 554-0525,Astoria,"33-17 31st Ave., Astoria, NY 11103",,,,,,,
Pacific Standard,(718) 858-1951,Park Slope,"82 4th Ave., Brooklyn, NY 11217",,All Night,4PM-8PM,4PM-8PM,4PM-8PM,12PM-8PM,
Paddy Reilly's Music Bar,(212) 686-1210,Midtown East,"519 2nd Ave., New York, NY 10016",3PM-4AM,3PM-4AM,3PM-4AM,3PM-4AM,3PM-4AM,3PM-4AM,3PM-4AM
Paddy's of Park Slope,(718) 369-0831,South Slope,"273 13th St., Brooklyn, NY 11215",,,,,,,
Pagani,(212) 488-5800,West Village,"289 Bleecker St., New York, NY 10014",,,,,,,
Palace of Japan,(718) 543-8833,Spuyten Duyvil,"3505 Johnson Ave., Bronx, NY 10463",,,,,,,
Palma,(212) 691-2223,West Village,"28 Cornelia St., New York, NY 10014",,,,,,,
Pampano,(212) 751-4545,Midtown East,"209 E 49th St., New York, NY 10017",,,,,,,
Panca,(212) 488-3900,West Village,"92 7th Ave. S, New York, NY 10184",,,,,,,
Panchito's Mexican Restaurant & Cantina,(212) 473-5239,Greenwich Village,"105 MacDougal St., New York, NY 10012",,,,,,,
Pangea,(212) 995-0900,East Village,"178 2nd Ave., New York, NY 10003",,,,,,,
Panino Rustico,(718) 236-6343,Bensonhurst,"8222 17th Ave., Brooklyn, NY 11214",,,,,,,
Papasito Mexican Grill & Agave Bar,(212) 544-0001,Washington Heights,"223 Dyckman St., New York, NY 10034",,,,,,,
Papatzul,(212) 274-8225,SoHo,"55 Grand St., New York, NY 10013",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
Papillon,(212) 754-9006,Midtown East,"22 E 54th St., New York, NY 10022",,,,,,,
Papillon 25,(973) 761-5299,South Orange,"25 Valley St., South Orange, NJ 07079",,,,,,,
Pappardella,(212) 595-7996,Upper West Side,"316 Columbus Ave., New York, NY 10023",,,,,,,
Paquito's Restaurant,(212) 674-2071,East Village,"143 1st Ave., New York, NY 10003",,,,,,,
Parc Oasis Oyster Bar,(929) 292-2010,Dyker Heights,"6403 11th Ave., Brooklyn, NY 11219",,,,,,,
Paris Baguette,(212) 244-0404,Midtown West,"6 W 32nd St., New York, NY 10001",,,,,,,
Park Avenue Tavern,(212) 867-4484,Midtown East,"99 Park Ave., New York, NY 10016",,,,,,,
Parker & Quinn,(212) 729-0277,Midtown West,"64 W 39th St., New York, NY 10018",,,,,,,
Parkside Lounge,(212) 673-6270,Lower East Side,"317 E Houston St., New York, NY 10002",1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM
Parlor Steakhouse,(212) 423-5888,Yorkville,"1600 3rd Ave., New York, NY 10128",,,,,,,
Parm,(212) 993-7189,Nolita,"248 Mulberry St., New York, NY 10012",,,,,,,
Parrilla Latin Bistro,(212) 543-9500,Washington Heights,"3920 Broadway, New York, NY 10032",,,,,,,
Pasta Lovers,(212) 819-1155,Midtown West,"142 W 49th St., New York, NY 10019",,,,,,,
Pata Paplean Bar,(718) 651-2076,Elmhurst,"76-21 Woodside Ave., Elmhurst, NY 11373",,,,,,,
Pates Et Traditions,(718) 302-1878,Williamsburg - North Side,"52 Havemeyer St., Brooklyn, NY 11211",,,,,,,
Patron Mexican Grill,(212) 957-9050,Hell's Kitchen,"608 9th Ave., New York, NY 10036",,,,,,,
Patroon,(212) 883-7373,Midtown East,"160 E 46th St., New York, NY 10017",,,,,,,
Patsy's Italian Restaurant,(212) 247-3491,Midtown West,"236 W 56th St., New York, NY 10019",,,,,,,
Patsy's Pizzeria,(212) 534-9783,East Harlem,"2287 1st Ave., New York, NY 10035",,,,,,,
Paul & Jimmy's,(212) 475-9540,Flatiron,"123 E 18th St., New York, NY 10003",,,,,,,
Paulaner NYC,(212) 780-0300,Lower East Side,"265 Bowery, New York, NY 10002",,,,,,,
Pazza Notte,(212) 765-6288,Midtown West,"1375 Ave. of the Americas, New York, NY 10019",,,,,,,
Peculier Pub,(212) 353-1327,Greenwich Village,"145 Bleecker St., New York, NY 10012",,,,,,,
Pegu Club,(212) 473-7348,SoHo,"77 W Houston St., New York, NY 10012",,,,,,,
Pennsylvania 6 NYC,(212) 727-3666,Midtown West,"132 W 31st St., New York, NY 10001",,,,,,,
Penthouse Executive Club,(212) 245-0002,Hell's Kitchen,"603 W 45th St., New York, NY 10036",,,,,,,
Pera Mediterranean Brasserie,(212) 878-6301,Midtown East,"303 Madison Ave., New York, NY 10017",3:30PM-7PM,3:30PM-7PM,3:30PM-7PM,3:30PM-7PM,3:30PM-7PM,3:30PM-7PM,3:30PM-7PM
Pera Soho,(212) 878-6305,SoHo,"54 Thompson St., New York, NY 10012",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM Monday Night Footbal Happy Hour Till 10PM
Percy's BBQ & Darts,(212) 473-7770,East Village,"210 Ave. A, New York, NY 10009",,,,,,,
Perdition,(212) 582-5660,Hell's Kitchen,"692 10th Ave., New York, NY 10019",,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,1PM-8PM,
Pergola,(212) 679-4842,Flatiron,"36 W 28th St., New York, NY 10001",,,,,,,
Pershing Square,(212) 286-9600,Midtown East,"90 E 42nd St., New York, NY 10017",,4PM-7PM,4PM-7PM,4PM-6PM,4PM-6PM,4PM-6PM,
Peter Dillon's,(212) 213-3998,Murray Hill,"130 E 40th St., New York, NY 10016",,,,,,,
Peter McManus Cafe,(212) 929-9691,Chelsea,"152 7th Ave., New York, NY 10011",,,,,,,
Pete's Candy Store,(718) 302-3770,Williamsburg - North Side,"709 Lorimer St., Brooklyn, NY 11211",,,,,,,
Pete's Tavern,(212) 473-7676,Flatiron,"129 E 18th St., New York, NY 10003",,,,,,,
Petit Poulet,(212) 244-0440,Midtown West,"52 W 33rd St., New York, NY 10001",,,,,,,
Petite Abeille,(212) 727-2989,Flatiron,"44 W 17th St., New York, NY 10011",,,,,,,
Petite Crevette,(718) 855-2632,Carroll Gardens,"144 Union St., Brooklyn, NY 11231",,,,,,,
Phebe's,(212) 358-1902,East Village,"359 Bowery St., New York, NY 10003",,,,,,,
Philip Marie,(212) 242-6200,West Village,"569 Hudson St., New York, NY 10014",,,12 PM-7PM,12 PM-7PM,12 PM-7PM,12 PM-7PM,
Phil's Restaurant and Sports Lounge,(631) 929-0508,Wading River,"1856 Wading River Manor Rd., Wading River, NY 11792",,,,,,,
Pianos,(212) 505-3733,Lower East Side,"158 Ludlow St., New York, NY 10002",,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,2PM-8PM,
Picante,(212) 234-6479,Harlem,"3424 Broadway, New York, NY 10031",,,,,,,
Piccolo Fiore,(212) 922-0581,Midtown East,"230 E 44th St., New York, NY 10017",,,,,,,
Pie By The Pound,(212) 475-4977,Union Square,"124 4th Ave., New York, NY 10003",,,,,,,
Pieces,(212) 929-9291,West Village,"8 Christopher St., New York, NY 10014",,,,,,,
Pier A Harbor House,(212) 785-0153,New York,"22 Battery Pl, New York, NY 10004",,,,,,,
Pierre Loti,(212) 755-5684,Midtown East,"300 1/2 E 52nd St., Manhattan, NY 10222",4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM
Pig and Khao,(212) 920-4485,Lower East Side,"68 Clinton St., New York, NY 10002",,,,,,,
Pig n Whistle,(212) 239-4820,Midtown West,"202 W 36th St., New York, NY 10018",,,,,,,
Pil Pil,(212) 988-3788,Upper East Side,"265 E 78th St., New York, NY 10075",,,,,,,
Pilsener Haus & Biergarten,(201) 683-5465,Hoboken,"1422 Grand St., Hoboken, NJ 07030",,,,,,,
Pine Box Rock Shop,(718) 366-6311,Bushwick,"12 Grattan St., Brooklyn, NY 11206",,,,,,,
Pink Nori,(718) 685-2365,Astoria,"36-06 30th Ave., Astoria, NY 11103",,,,,,,
Pinkerton Wine Bar,(718) 782-7171,Williamsburg - North Side,"263 N 6th St., Brooklyn, NY 11211",,,,,,,
Pino Wine Bar,(646) 704-6149,Murray Hill,"156 E 33rd St., Manhattan, NY 10016",,,,,,,
Pint,(201) 367-1222,Jersey City,"34 Wayne St., Jersey City, NJ 07302",All Day,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM
Pio Pio,(212) 459-2929,Hell's Kitchen,"604 10th Ave., New York, NY 10036",,,,,,,
Pioneers,(212) 714-2222,Midtown West,"138 W 29th St., New York, NY 10001",,,,,,,
Piora,(212) 960-3801,West Village,"430 Hudson St., New York, NY 10014",,,,,,,
Piquant,(718) 484-4114,Prospect Heights,"259 Flatbush Ave., Brooklyn, NY 11217",,,,,,,
Pitz Stop,(718) 343-7638,Queens Village,"241-21 Braddock Ave., Bellerose, NY 11426",,,,,,,
Pizza 33,(212) 545-9191,Koreatown,"489 3rd Ave., New York, NY 10016",,,,,,,
Pizzetteria Brunetti,(212) 255-5699,West Village,"626 Hudson St., New York, NY 10014",,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,5PM-7PM,
P.J. Clarke's,(212) 317-1616,Midtown East,"915 3rd Ave., New York, NY 10022",,,,,,,
Planet Rose,(212) 353-9500,East Village,"219 Ave. A, New York, NY 10009",,,,,,,
Plattduetsche Park Restaurant,(516) 354-3131,Franklin Square,"1132 Hempstead Tpke., Franklin Square, NY 11010",,,,,,,
Playwright Celtic Pub & Rooftop,(212) 354-8404,Theater District,"732 8th Ave., New York, NY 10036",10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM,10AM-7PM
Playwright Irish Pub,(212) 268-8868,Midtown West,"27 W 35th St., New York, NY 10001",All Day,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,All Day
Playwright Tavern & Restaurant,(212) 262-9229,Theater District,"202 W 49th St., New York, NY 10019",,,,,,,
Please Don't Tell,(212) 614-0386,East Village,"113 St. Marks Pl., New York, NY 10009",,,,,,,
Plug Uglies,(212) 780-1944,Gramercy,"256 3rd Ave., New York, NY 10010",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Plunge Rooftop Bar & Lounge,(212) 660-6736,West Village,"18 9th Ave., New York, NY 10014",5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM,5PM-10PM
PMF Pardon My French,(212) 358-9683,East Village,"103 Ave. B, New York, NY 10009",,,,,,,
Po,(212) 645-2189,West Village,"31 Cornelia St., New York, NY 10014",,,,,,,
Pocket Bar NYC,(646) 682-9062,Midtown West,"455 W 48th St., New York, NY 10036",,,,,,,
Poco,(212) 228-4461,East Village,"33 Avenue B, New York, NY 10009",5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,,
Pod 39 Hotel Rooftop Lounge & Bar,(212) 865-5800,Murray Hill,"145 E 39th St., New York, NY 10016",,,,,,,
Point Break NYC,(212) 391-8053,Midtown West,"12 W 45th St., New York, NY 10036",,5PM-7PM,5PM-7PM|All Day,5PM-7PM|All Day,5PM-7PM,5PM-7PM,
Pok Pok NY,(718) 923-9322,Columbia Street Waterfront District,"117 Columbia St., Brooklyn, NY 11231",,,,,,,
Porchlight,(212) 981-6188,Chelsea,"271 11th Ave., New York, NY 10001",,,,,,,
Portalia Restaurant,(718) 545-3500,Astoria,"35-03 Broadway, Astoria, NY 11106",,,All Day,All Day,All Day,All Day,
Porteno Restaurant,(212) 695-9694,Chelsea,"299 10th Ave., New York, NY 10001",,,,,,,
Posh,(212) 957-2222,Hell's Kitchen,"405 W 51st St., Manhattan, NY 10019",3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM,3PM-9PM
Post Office,(718) 963-2574,Williamsburg - South Side,"188 Havemeyer St., Brooklyn, NY 11211",,,,,,,
Pound & Pence,(212) 716-1140,Financial District,"55 Liberty St., New York, NY 10005",,5PM-8PM,,5PM-8PM,,,
PourHouse Bar & Grill,(914) 693-9707,Ardsley,"468 Ashford Ave., Ardsley, NY 10502",,,,,,,
Pouring Ribbons,(917) 656-6788,East Village,"225 Ave. B, New York, NY 10009",,,,,,,
Press 195,(718) 281-1950,Bayside,"4011 Bell Blvd., Bayside, NY 11361",,,,,,,
Print,(212) 757-2224,Hell's Kitchen,"653 11th Ave., New York, NY 10036",,,,,,,
Professor Thom's,(212) 260-9480,East Village,"219 2nd Ave., New York, NY 10003",8PM-Close,,,,,,
Prohibition,(212) 579-3100,Upper West Side,"503 Columbus Ave., New York, NY 10024",,,,,,,
Project Parlor,(347) 497-0550,Bedford Stuyvesant,"742 Myrtle Ave., Brooklyn, NY 11205",,,,,,,
Proletariat,(212) 777-6707,East Village,"102 St. Marks Pl, New York, NY 10009",,,,,,,
Promenade Bar & Grill,(646) 918-7220,Kips Bay,"344 3rd Ave., New York, NY 10010",All Day,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,All Day
Proper West,(212) 997-9000,Midtown West,"54 West 39th St., New York, NY 10018",,,,,,,
Prospect,(718) 596-6826,Fort Greene,"773 Fulton St., Brooklyn, NY 11217",,,,,,,
PS 450,(212) 532-7474,Midtown East,"450 Park Ave. S, New York, NY 10016",,,,,,,
PS450,(212) 532-7474,Midtown East,"450 Park Ave. S, New York, NY 10022",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Public,(212) 343-7011,Nolita,"210 Elizabeth St., New York, NY 10012",,,,,,,
Public House,(212) 682-3710,Midtown East,"140 E 41 St., New York, NY 10017",,4PM-7PM,4PM-7PM,4PM-8PM,4PM-7PM,4PM-7PM,
Puerto Viejo,(718) 398-3758,Crown Heights,"564 Grand Ave., Brooklyn, NY 11238",,,,,,,
Puffy's Tavern,(212) 227-3912,TriBeCa,"81 Hudson St., New York, NY 10013",11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM,11:30AM-4PM|4PM-8PM
Pulse Karaoke,(212) 278-0090,Theater District,"135 W 41st St., New York, NY 10036",,,,,,,
Punch Restaurant,(212) 673-6333,Flatiron,"913 Broadway, New York, NY 10010",4PM-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM,Noon-7PM
Qi Bangkok Eatery,(212) 247-8991,Hell's Kitchen,"675 8th Ave., New York, NY 10036",,,,,,,
Quartino Bottega Organica,(212) 529-5133,NoHo,"11 Bleecker St., New York, NY 10012",,,,,,,
Queen Vic,(917) 262-0512,East Village,"68 2nd Ave., New York, NY 10003",4PM-10PM|10PM-Close,4PM-10PM|10PM-Close,4PM-10PM|10PM-Close,4PM-10PM|10PM-Close,4PM-10PM|10PM-Close,4PM-10PM|10PM-Close,4PM-10PM|10PM-Close
Queens Comfort,(718) 728-2350,Astoria,"4009 30th Ave., Astoria, NY 11103",,,,,,,
Rachel's Taqueria,(718) 788-1137,Park Slope,"408 5th Ave., Brooklyn, NY 11215",,,,,,,
Racines,(212) 227-3400,TriBeCa,"94 Chambers St., New York, NY 10007",,,,,,,
Radegast Hall and Biergarten,(718) 963-3973,Williamsburg - North Side,"113 N 3rd St., Brooklyn, NY 11249",,,5PM-8PM,5PM-8PM,5PM-8PM,5PM-8PM,
Radio Star Karaoke,(212) 564-2520,Midtown West,"3 W 35th St., New York, NY 10001",,3PM-8PM,3PM-8PM,3PM-8PM,3PM-7PM|8PM-Close,3PM-7PM,
Rafele Ristorante,(212) 242-1999,West Village,"29 7th Ave. S, New York, NY 10014",,,,,,,
Raices,(917) 460-0114,Inwood,"565 W 207th St., New York, NY 10034",,,,,,,
Rambling House,(718) 798-4510,Bronx,"4292 Katonah Ave., Bronx, NY 10470",,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,4PM-7PM,
Ramona,(347) 227-8164,Greenpoint,"113 Franklin St., Brooklyn, NY 11222",,,,,,,
Randolph Beer,(646) 383-3623,Little Italy,"343 Broome St., New York, NY 10013",,,,,,,
